PID,Brand,Name,Category,Subcategory,Price,min_stock,current_stock
FTWR148,Xtep,Formal-shoes,Footwear,Kids,4529,10,11
FTWR149,Invicta,boots,Footwear,Men,3173,10,12
FTWR150,Chaco,Sandals,Footwear,Women,2994,10,16
FTWR151,Crocs,Sandals,Footwear,Men,2067,10,12
FTWR152,ChenOne,boots,Footwear,Kids,1749,10,16
FTWR153,ASICS,Formal-shoes,Footwear,Women,3704,10,19
FTWR154,Circa,Formal-shoes,Footwear,Men,3568,10,13
FTWR155,Chaco,sports-shoes,Footwear,Men,5901,10,14
FTWR156,ChenOne,boots,Footwear,Men,3834,10,18
FTWR157,Adidas,Formal-shoes,Footwear,Women,6808,10,17
FTWR158,Ariat,sports-shoes,Footwear,Women,1267,10,19
FTWR159,ASICS,casual-shoes,Footwear,Men,5313,10,13
FTWR160,Insolia,boots,Footwear,Men,4901,10,19
FTWR161,ChenOne,Socks,Footwear,Women,2804,10,13
FTWR162,Ariat,casual-shoes,Footwear,Kids,1391,10,13
FTWR163,Adidas,Socks,Footwear,Women,3695,10,19
FTWR164,Crocs,Formal-shoes,Footwear,Women,5204,10,18
FTWR165,Skechers,Socks,Footwear,Men,5336,10,18
FTWR166,ASICS,sports-shoes,Footwear,Men,1197,10,19
FTWR167,ASICS,Socks,Footwear,Women,1030,10,19
FTWR168,Atletica,Formal-shoes,Footwear,Kids,4941,10,14
FTWR169,Invicta,boots,Footwear,Kids,2588,10,18
FTWR170,Ariat,boots,Footwear,Men,2632,10,15
FTWR171,ASICS,Floaters,Footwear,Women,2819,10,15
FTWR172,Insolia,Floaters,Footwear,Kids,3165,10,17
FTWR173,Ariat,boots,Footwear,Men,6445,10,14
FTWR174,Airness,Flip-Flops,Footwear,Women,5893,10,17
FTWR175,Ariat,Socks,Footwear,Men,1999,10,11
FTWR176,ChenOne,sports-shoes,Footwear,Women,6687,10,14
FTWR177,Crocs,Floaters,Footwear,Kids,1536,10,15
FTWR178,Chaco,Sandals,Footwear,Kids,4898,10,16
FTWR179,Chaco,Sandals,Footwear,Kids,2623,10,13
FTWR180,Ariat,Socks,Footwear,Women,5854,10,19
FTWR181,Circa,Sandals,Footwear,Kids,3709,10,13
FTWR182,ChenOne,Flip-Flops,Footwear,Women,3550,10,11
FTWR183,ChenOne,Sandals,Footwear,Kids,4916,10,11
FTWR184,Xtep,Formal-shoes,Footwear,Men,6961,10,11
FTWR185,Airness,Sandals,Footwear,Kids,4227,10,18
FTWR186,Churchs,casual-shoes,Footwear,Women,4695,10,17
FTWR187,Xtep,boots,Footwear,Kids,2567,10,11
FTWR188,Circa,casual-shoes,Footwear,Kids,3004,10,15
FTWR189,Ariat,casual-shoes,Footwear,Women,3781,10,11
FTWR190,Xtep,Floaters,Footwear,Men,2680,10,14
FTWR191,Skechers,Flip-Flops,Footwear,Women,3936,10,14
FTWR192,Insolia,Socks,Footwear,Men,4907,10,14
FTWR193,Adidas,boots,Footwear,Men,5951,10,15
FTWR194,Chaco,Flip-Flops,Footwear,Kids,2569,10,14
FTWR195,Circa,Flip-Flops,Footwear,Kids,1230,10,16
FTWR196,Adidas,boots,Footwear,Kids,4148,10,18
FTWR197,ASICS,Flip-Flops,Footwear,Men,1799,10,11
FTWR198,Chaco,Socks,Footwear,Men,4253,10,16
FTWR199,Insolia,Floaters,Footwear,Men,1039,10,19
FTWR200,ASICS,Floaters,Footwear,Women,3973,10,20
FTWR201,Atletica,Sandals,Footwear,Men,2007,10,13
FTWR202,Xtep,Flip-Flops,Footwear,Kids,4024,10,14
FTWR203,Chaco,boots,Footwear,Women,4320,10,14
FTWR204,Skechers,Flip-Flops,Footwear,Women,3500,10,16
FTWR205,Airness,sports-shoes,Footwear,Men,1376,10,18
FTWR206,Xtep,Flip-Flops,Footwear,Men,3885,10,12
FTWR207,Churchs,sports-shoes,Footwear,Kids,1680,10,18
FTWR208,Xtep,Formal-shoes,Footwear,Kids,6398,10,16
FTWR209,ChenOne,Flip-Flops,Footwear,Women,6258,10,19
FTWR210,ChenOne,sports-shoes,Footwear,Men,5439,10,14
FTWR211,Adidas,Formal-shoes,Footwear,Kids,3080,10,18
FTWR212,Airness,Sandals,Footwear,Women,4829,10,12
FTWR213,ChenOne,Floaters,Footwear,Women,3778,10,20
FTWR214,Insolia,Socks,Footwear,Kids,5614,10,20
FTWR215,ASICS,sports-shoes,Footwear,Men,1021,10,13
FTWR216,Churchs,boots,Footwear,Women,5520,10,16
FTWR217,Atletica,sports-shoes,Footwear,Men,5628,10,19
FTWR218,ASICS,casual-shoes,Footwear,Women,2978,10,16
FTWR219,Invicta,sports-shoes,Footwear,Women,3765,10,15
FTWR220,Xtep,Flip-Flops,Footwear,Men,4966,10,14
FTWR221,Churchs,Flip-Flops,Footwear,Kids,3681,10,12
FTWR222,ASICS,Socks,Footwear,Kids,4314,10,12
FTWR223,ChenOne,sports-shoes,Footwear,Women,4612,10,18
FTWR224,Insolia,boots,Footwear,Women,1235,10,12
FTWR225,Crocs,casual-shoes,Footwear,Men,5213,10,19
FTWR226,Crocs,boots,Footwear,Kids,2019,10,14
FTWR227,Churchs,Floaters,Footwear,Men,6795,10,17
FTWR228,ASICS,boots,Footwear,Women,4107,10,15
FTWR229,Crocs,Sandals,Footwear,Men,6408,10,19
FTWR230,ASICS,Sandals,Footwear,Women,1426,10,11
FTWR231,Ariat,Floaters,Footwear,Women,1159,10,20
FTWR232,ChenOne,Floaters,Footwear,Women,5750,10,11
FTWR233,Atletica,boots,Footwear,Men,6638,10,15
FTWR234,Chaco,Floaters,Footwear,Women,3405,10,13
FTWR235,Atletica,Socks,Footwear,Women,2541,10,19
FTWR236,Skechers,Sandals,Footwear,Kids,2929,10,19
FTWR237,Atletica,Sandals,Footwear,Women,1841,10,20
FTWR238,ASICS,casual-shoes,Footwear,Men,6355,10,13
FTWR239,Adidas,Flip-Flops,Footwear,Kids,6448,10,16
FTWR240,Insolia,Flip-Flops,Footwear,Men,1542,10,13
FTWR241,Circa,Socks,Footwear,Men,3047,10,14
FTWR242,Atletica,Sandals,Footwear,Women,4131,10,16
FTWR243,Xtep,Flip-Flops,Footwear,Men,4183,10,17
FTWR244,Atletica,Socks,Footwear,Kids,4816,10,18
FTWR245,Xtep,Formal-shoes,Footwear,Men,3536,10,17
FTWR246,Adidas,Flip-Flops,Footwear,Women,1471,10,12
FTWR247,Atletica,boots,Footwear,Kids,2370,10,16
FTWR248,Xtep,casual-shoes,Footwear,Men,6630,10,17
FTWR249,Circa,casual-shoes,Footwear,Women,4716,10,18
FTWR250,Xtep,Flip-Flops,Footwear,Men,6934,10,14
FTWR251,Skechers,casual-shoes,Footwear,Kids,4289,10,16
FTWR252,Chaco,casual-shoes,Footwear,Men,3343,10,19
FTWR253,Insolia,boots,Footwear,Men,3919,10,19
FTWR254,Churchs,Formal-shoes,Footwear,Men,6084,10,14
FTWR255,Adidas,Socks,Footwear,Men,3174,10,19
FTWR256,Churchs,casual-shoes,Footwear,Women,1873,10,16
FTWR257,Ariat,casual-shoes,Footwear,Women,5901,10,11
FTWR258,Crocs,Floaters,Footwear,Kids,2352,10,19
FTWR259,Xtep,Flip-Flops,Footwear,Women,1945,10,20
FTWR260,Insolia,Flip-Flops,Footwear,Men,2600,10,13
FTWR261,ASICS,Formal-shoes,Footwear,Men,2044,10,19
FTWR262,Atletica,casual-shoes,Footwear,Women,2595,10,12
FTWR263,Skechers,Socks,Footwear,Women,1165,10,16
FTWR264,ChenOne,Socks,Footwear,Kids,4010,10,19
FTWR265,Adidas,Formal-shoes,Footwear,Women,4778,10,16
FTWR266,Skechers,Socks,Footwear,Women,2865,10,13
FTWR267,ASICS,Flip-Flops,Footwear,Kids,6849,10,16
FTWR268,Churchs,Socks,Footwear,Women,1376,10,16
FTWR269,Invicta,Floaters,Footwear,Kids,4941,10,17
FTWR270,Skechers,Floaters,Footwear,Men,6694,10,19
FTWR271,Airness,boots,Footwear,Kids,5181,10,14
FTWR272,Chaco,Flip-Flops,Footwear,Men,6934,10,11
FTWR273,Circa,Formal-shoes,Footwear,Kids,1836,10,18
FTWR274,Airness,casual-shoes,Footwear,Women,3388,10,14
FTWR275,Xtep,sports-shoes,Footwear,Men,2806,10,12
FTWR276,ChenOne,Flip-Flops,Footwear,Men,3485,10,12
FTWR277,Atletica,sports-shoes,Footwear,Women,3479,10,11
FTWR278,Chaco,Socks,Footwear,Kids,1364,10,17
FTWR279,Churchs,sports-shoes,Footwear,Men,4101,10,13
FTWR280,Skechers,Sandals,Footwear,Kids,4134,10,15
FTWR281,Xtep,Floaters,Footwear,Men,5181,10,16
FTWR282,ChenOne,sports-shoes,Footwear,Women,3445,10,18
FTWR283,Crocs,Socks,Footwear,Men,2797,10,16
FTWR284,Atletica,boots,Footwear,Men,3149,10,12
FTWR285,Circa,Sandals,Footwear,Kids,2356,10,14
FTWR286,ASICS,boots,Footwear,Men,2325,10,18
FTWR287,Insolia,Formal-shoes,Footwear,Men,4191,10,18
FTWR288,Insolia,casual-shoes,Footwear,Men,1934,10,12
FTWR289,Invicta,casual-shoes,Footwear,Women,1730,10,18
FTWR290,Atletica,Sandals,Footwear,Kids,4023,10,11
FTWR291,Adidas,Floaters,Footwear,Kids,4554,10,15
FTWR292,Airness,Formal-shoes,Footwear,Women,4637,10,11
FTWR293,Chaco,Flip-Flops,Footwear,Women,4420,10,16
FTWR294,Churchs,Floaters,Footwear,Kids,5060,10,20
FTWR295,Xtep,Socks,Footwear,Men,5112,10,11
FTWR296,Skechers,Socks,Footwear,Kids,6624,10,11
FTWR297,Churchs,casual-shoes,Footwear,Women,5140,10,12
FTWR298,Adidas,Sandals,Footwear,Kids,6613,10,20
FTWR299,Crocs,boots,Footwear,Kids,4643,10,17
FTWR300,Insolia,Flip-Flops,Footwear,Men,6471,10,13
FTWR301,ChenOne,sports-shoes,Footwear,Men,6426,10,13
FTWR302,Crocs,Sandals,Footwear,Women,4744,10,17
FTWR303,Invicta,Formal-shoes,Footwear,Kids,2425,10,20
FTWR304,ChenOne,Socks,Footwear,Kids,3685,10,16
FTWR305,Insolia,casual-shoes,Footwear,Women,4489,10,19
FTWR306,Airness,Socks,Footwear,Men,5553,10,12
FTWR307,ASICS,Socks,Footwear,Women,2862,10,14
FTWR308,Insolia,Sandals,Footwear,Men,3344,10,14
FTWR309,Adidas,Flip-Flops,Footwear,Men,6405,10,16
FTWR310,ChenOne,Socks,Footwear,Men,6546,10,16
FTWR311,Chaco,Socks,Footwear,Kids,2212,10,16
FTWR312,ASICS,sports-shoes,Footwear,Women,2090,10,20
FTWR313,Atletica,sports-shoes,Footwear,Kids,5665,10,11
FTWR314,Ariat,boots,Footwear,Women,2510,10,19
FTWR315,Chaco,sports-shoes,Footwear,Men,1694,10,20
FTWR316,Churchs,Floaters,Footwear,Kids,4708,10,11
FTWR317,Churchs,boots,Footwear,Men,3249,10,18
FTWR318,Invicta,boots,Footwear,Men,1918,10,18
FTWR319,Insolia,Floaters,Footwear,Women,4142,10,20
FTWR320,Insolia,Sandals,Footwear,Kids,5258,10,15
FTWR321,Skechers,casual-shoes,Footwear,Women,1905,10,11
FTWR322,Chaco,Flip-Flops,Footwear,Women,3036,10,15
FTWR323,Churchs,sports-shoes,Footwear,Kids,6751,10,13
FTWR324,ASICS,Socks,Footwear,Men,1840,10,19
FTWR325,Chaco,Flip-Flops,Footwear,Women,4461,10,13
FTWR326,Xtep,Formal-shoes,Footwear,Men,5160,10,13
FTWR327,ASICS,Floaters,Footwear,Women,5755,10,11
FTWR328,Crocs,Socks,Footwear,Kids,6986,10,15
FTWR329,Ariat,boots,Footwear,Men,1562,10,18
