PID,Brand,Name,Category,Subcategory,Price,min_stock,current_stock
CLTH251,UCB,Trousers,Clothes,Kids,4661,10,40
CLTH252,Christy,T-shirts,Clothes,Kids,1840,10,23
CLTH253,U.s.polo,Trousers,Clothes,Men,5706,10,34
CLTH254,U.s.polo,Sweaters,Clothes,Kids,3149,10,32
CLTH255,U.s.polo,Sweatshirts,Clothes,Kids,1965,10,17
CLTH256,Christy,Sweatshirts,Clothes,Men,5840,10,37
CLTH257,Wrogn,T-shirts,Clothes,Women,4956,10,18
CLTH258,Chloe,Jeans,Clothes,Kids,5864,10,16
CLTH259,UCB,Jeans,Clothes,Women,5073,10,39
CLTH260,Dibor,Sweaters,Clothes,Women,5997,10,21
CLTH261,Christy,Shirts,Clothes,Kids,4170,10,30
CLTH262,Citizen,Shorts,Clothes,Kids,1423,10,35
CLTH263,Christy,T-shirts,Clothes,Kids,2524,10,21
CLTH264,Closet,Formal-Pants,Clothes,Women,6757,10,39
CLTH265,Wrogn,Formal-Pants,Clothes,Women,3391,10,19
CLTH266,Zara,Track-Pants,Clothes,Kids,4983,10,18
CLTH267,Dibor,Sweaters,Clothes,Women,1404,10,30
CLTH268,Circulon,Formal-Pants,Clothes,Women,8838,10,31
CLTH269,Cluse,Sweatshirts,Clothes,Men,5723,10,16
CLTH270,Citizen,Shirts,Clothes,Kids,7073,10,30
CLTH271,U.s.polo,Formal-Pants,Clothes,Kids,6633,10,39
CLTH272,Dimplex,Formal-Pants,Clothes,Men,8847,10,21
CLTH273,Basics,Track-Pants,Clothes,Men,8353,10,31
CLTH274,Diesel,T-shirts,Clothes,Women,6768,10,15
CLTH275,Arrow,Jeans,Clothes,Men,3481,10,20
CLTH276,Chloe,Trousers,Clothes,Women,2057,10,23
CLTH277,Cluse,Sweaters,Clothes,Women,4039,10,38
CLTH278,Cluse,T-shirts,Clothes,Kids,3224,10,26
CLTH279,Disney,Jackets,Clothes,Women,1398,10,23
CLTH280,Chloe,T-shirts,Clothes,Kids,5549,10,37
CLTH281,Dinotrux,Trousers,Clothes,Men,6511,10,33
CLTH282,Roadster,T-shirts,Clothes,Men,7091,10,24
CLTH283,Roadster,Formal-Pants,Clothes,Kids,2336,10,27
CLTH284,Disney,Shirts,Clothes,Women,5622,10,25
CLTH285,Citizen,Formal-Pants,Clothes,Kids,3620,10,38
CLTH286,Zara,Shirts,Clothes,Kids,4670,10,39
CLTH287,Wrogn,T-shirts,Clothes,Kids,7792,10,20
CLTH288,Dibor,Shirts,Clothes,Men,1817,10,35
CLTH289,Roadster,Shorts,Clothes,Kids,6553,10,17
CLTH290,Chloe,Jeans,Clothes,Women,7023,10,26
CLTH291,Basics,Shorts,Clothes,Men,6311,10,18
CLTH292,Levis,Sweatshirts,Clothes,Women,5116,10,26
CLTH293,Roadster,Shorts,Clothes,Kids,5706,10,29
CLTH294,Diadora,Sweaters,Clothes,Men,5014,10,39
CLTH295,Circulon,Trousers,Clothes,Women,4687,10,30
CLTH296,Diesel,Shirts,Clothes,Kids,6253,10,18
CLTH297,Zara,Jeans,Clothes,Men,4767,10,24
CLTH298,Zara,Track-Pants,Clothes,Women,3902,10,31
CLTH299,U.s.polo,Sweatshirts,Clothes,Men,8577,10,19
CLTH300,Dibor,T-shirts,Clothes,Men,5187,10,24
CLTH301,Christy,Track-Pants,Clothes,Women,3485,10,27
CLTH302,Arrow,Trousers,Clothes,Women,6391,10,16
CLTH303,Arrow,Trousers,Clothes,Women,4887,10,39
CLTH304,Diesel,Sweaters,Clothes,Women,2958,10,31
CLTH305,Christy,Sweaters,Clothes,Men,7026,10,19
CLTH306,Dimplex,T-shirts,Clothes,Men,7150,10,24
CLTH307,Wrogn,Shorts,Clothes,Kids,5847,10,25
CLTH308,Citizen,Sweatshirts,Clothes,Men,1043,10,27
CLTH309,Dimplex,Track-Pants,Clothes,Men,6376,10,40
CLTH310,Gucci,Sweatshirts,Clothes,Kids,7971,10,21
CLTH311,Wrogn,Sweaters,Clothes,Kids,7050,10,15
CLTH312,UCB,Shirts,Clothes,Men,1824,10,25
CLTH313,Levis,Trousers,Clothes,Kids,3454,10,25
CLTH314,Wrogn,Shirts,Clothes,Kids,8018,10,27
CLTH315,Dibor,Sweaters,Clothes,Kids,3552,10,26
CLTH316,UCB,Shorts,Clothes,Women,6647,10,28
CLTH317,Wrogn,Track-Pants,Clothes,Women,5810,10,39
CLTH318,Zara,Formal-Pants,Clothes,Kids,5748,10,34
CLTH319,Roadster,T-shirts,Clothes,Men,3877,10,32
CLTH320,Cluse,Sweaters,Clothes,Women,5688,10,38
CLTH321,Dimplex,Jackets,Clothes,Women,1369,10,28
CLTH322,Christy,Trousers,Clothes,Men,5403,10,36
CLTH323,Diesel,Sweaters,Clothes,Women,8473,10,31
CLTH324,Diadora,Jackets,Clothes,Women,4639,10,17
CLTH325,Arrow,Sweaters,Clothes,Kids,2014,10,33
CLTH326,U.s.polo,Sweaters,Clothes,Kids,4152,10,17
CLTH327,Citizen,Sweaters,Clothes,Men,5541,10,27
CLTH328,Roadster,Sweaters,Clothes,Men,3369,10,34
CLTH329,Zara,T-shirts,Clothes,Kids,8304,10,28
CLTH330,Levis,Shorts,Clothes,Men,1700,10,38
CLTH331,Roadster,Jackets,Clothes,Kids,6147,10,21
CLTH332,Levis,Formal-Pants,Clothes,Kids,7432,10,23
CLTH333,Clarks,Jackets,Clothes,Men,1053,10,28
CLTH334,Christy,Jeans,Clothes,Women,3623,10,20
CLTH335,Diadora,Shorts,Clothes,Kids,8200,10,32
CLTH336,crocodile,Trousers,Clothes,Women,2007,10,36
CLTH337,Diesel,Shirts,Clothes,Men,6393,10,31
CLTH338,Dinotrux,Shirts,Clothes,Men,5638,10,25
CLTH339,Dinotrux,Shirts,Clothes,Women,6454,10,33
CLTH340,Gucci,Sweatshirts,Clothes,Men,6829,10,20
CLTH341,Closet,Formal-Pants,Clothes,Kids,5128,10,40
CLTH342,Arrow,Sweaters,Clothes,Women,1953,10,36
CLTH343,Dinotrux,T-shirts,Clothes,Kids,7342,10,34
CLTH344,Citizen,Jackets,Clothes,Women,6120,10,22
CLTH345,Arrow,Shorts,Clothes,Kids,5696,10,19
CLTH346,Dimplex,T-shirts,Clothes,Women,4573,10,15
CLTH347,U.s.polo,Jackets,Clothes,Kids,4351,10,29
CLTH348,Clarks,Jeans,Clothes,Kids,8020,10,23
CLTH349,Cluse,Track-Pants,Clothes,Men,6465,10,38
CLTH350,Dimplex,Formal-Pants,Clothes,Kids,7232,10,32
CLTH351,Diadora,Shirts,Clothes,Women,4728,10,16
CLTH352,Circulon,T-shirts,Clothes,Men,1477,10,36
CLTH353,Disney,Jackets,Clothes,Women,3493,10,15
CLTH354,Zara,Trousers,Clothes,Men,7329,10,31
CLTH355,Levis,Jackets,Clothes,Women,3135,10,30
CLTH356,Disney,Jeans,Clothes,Kids,3974,10,33
CLTH357,Dibor,Sweaters,Clothes,Men,5841,10,16
CLTH358,Circulon,Jackets,Clothes,Men,2815,10,37
CLTH359,Disney,Track-Pants,Clothes,Kids,8135,10,22
CLTH360,Roadster,Track-Pants,Clothes,Women,1130,10,33
CLTH361,Dimplex,Formal-Pants,Clothes,Women,5408,10,30
CLTH362,UCB,Trousers,Clothes,Women,6144,10,20
CLTH363,Zara,Sweaters,Clothes,Women,6368,10,34
CLTH364,Chloe,Formal-Pants,Clothes,Men,2767,10,34
CLTH365,U.s.polo,Jackets,Clothes,Men,6793,10,31
CLTH366,Dibor,Shorts,Clothes,Men,1592,10,31
CLTH367,Gucci,Jeans,Clothes,Women,4526,10,21
CLTH368,Dimplex,Jackets,Clothes,Kids,3014,10,20
CLTH369,Dibor,Jackets,Clothes,Men,1488,10,19
CLTH370,Circulon,Formal-Pants,Clothes,Women,8479,10,35
CLTH371,Diesel,Track-Pants,Clothes,Men,1419,10,26
CLTH372,Gucci,Sweaters,Clothes,Kids,3351,10,15
CLTH373,Dimplex,Jeans,Clothes,Women,2983,10,31
CLTH374,UCB,T-shirts,Clothes,Kids,5930,10,17
CLTH375,Basics,Shirts,Clothes,Women,2542,10,23
CLTH376,Coach,T-shirts,Clothes,Kids,8549,10,34
CLTH377,Christy,Track-Pants,Clothes,Women,4015,10,25
CLTH378,Basics,Shorts,Clothes,Kids,4175,10,23
CLTH379,Chloe,T-shirts,Clothes,Kids,3230,10,32
CLTH380,Closet,Sweatshirts,Clothes,Women,1704,10,30
CLTH381,Dimplex,Track-Pants,Clothes,Women,4475,10,36
CLTH382,Chloe,Jackets,Clothes,Men,5679,10,20
CLTH383,Diesel,Trousers,Clothes,Men,3294,10,21
CLTH384,Gucci,Jackets,Clothes,Kids,5744,10,26
CLTH385,Dinotrux,Trousers,Clothes,Women,7815,10,23
CLTH386,U.s.polo,Trousers,Clothes,Kids,7181,10,32
CLTH387,Disney,Shorts,Clothes,Women,6493,10,21
CLTH388,Arrow,Jackets,Clothes,Kids,8591,10,29
CLTH389,Zara,Shirts,Clothes,Men,7415,10,16
CLTH390,Diesel,Jackets,Clothes,Men,7993,10,27
CLTH391,Christy,Formal-Pants,Clothes,Women,4513,10,32
CLTH392,Disney,Jeans,Clothes,Men,4194,10,23
CLTH393,Gucci,Shirts,Clothes,Women,7432,10,18
CLTH394,Disney,Jeans,Clothes,Kids,2578,10,36
CLTH395,Closet,Track-Pants,Clothes,Women,1394,10,20
CLTH396,Disney,Jackets,Clothes,Women,6324,10,37
CLTH397,Diesel,Jackets,Clothes,Men,6640,10,39
CLTH398,Zara,Formal-Pants,Clothes,Women,3917,10,29
CLTH399,crocodile,Track-Pants,Clothes,Women,1397,10,23
CLTH400,Cluse,Track-Pants,Clothes,Women,8283,10,39
CLTH401,Gucci,Shirts,Clothes,Kids,1098,10,19
CLTH402,Basics,Jackets,Clothes,Women,5244,10,20
CLTH403,Coach,Jackets,Clothes,Men,5397,10,30
CLTH404,Chloe,Shorts,Clothes,Women,7787,10,20
CLTH405,Disney,Shorts,Clothes,Women,5538,10,21
CLTH406,Levis,Jackets,Clothes,Men,2999,10,21
CLTH407,crocodile,Jeans,Clothes,Kids,6353,10,38
CLTH408,Arrow,Jackets,Clothes,Women,6881,10,25
CLTH409,Diadora,Trousers,Clothes,Men,2032,10,39
CLTH410,Dinotrux,Formal-Pants,Clothes,Women,5940,10,36
CLTH411,Arrow,Jackets,Clothes,Kids,3484,10,20
CLTH412,Dinotrux,Track-Pants,Clothes,Men,2225,10,38
CLTH413,Cluse,Sweatshirts,Clothes,Men,6714,10,22
CLTH414,Diadora,Jeans,Clothes,Kids,1363,10,32
CLTH415,crocodile,Shorts,Clothes,Women,8080,10,25
CLTH416,crocodile,Trousers,Clothes,Kids,4010,10,34
CLTH417,Christy,Sweatshirts,Clothes,Women,1180,10,32
CLTH418,Citizen,Shirts,Clothes,Women,8534,10,35
CLTH419,Dimplex,Sweatshirts,Clothes,Kids,6911,10,33
CLTH420,Wrogn,T-shirts,Clothes,Women,1281,10,18
CLTH421,Clarks,Sweatshirts,Clothes,Kids,8389,10,16
CLTH422,Dinotrux,Formal-Pants,Clothes,Kids,6915,10,29
CLTH423,Closet,T-shirts,Clothes,Kids,5347,10,22
CLTH424,Diesel,Sweatshirts,Clothes,Women,3119,10,33
CLTH425,Wrogn,Sweaters,Clothes,Kids,2437,10,25
CLTH426,Clarks,Shirts,Clothes,Men,7133,10,37
CLTH427,Roadster,Trousers,Clothes,Kids,1394,10,16
CLTH428,Christy,Sweatshirts,Clothes,Kids,3115,10,33
CLTH429,Gucci,Track-Pants,Clothes,Women,3245,10,36
CLTH430,Circulon,Jackets,Clothes,Women,4307,10,23
CLTH431,Levis,Trousers,Clothes,Men,8797,10,28
